DATE, NORMAL-LEVEL,RES-LEVEL,AF,CHANGE-ACRE-FEET,STORED,DRAWDOWN,OUTFLOW,SUPPLY,INFLOW,
1986-01-16,   250.10,  250.02,    108359.,   116.,    58.0,        0,    150.0,    35.0,    243.0,
1986-01-17,   250.10,  250.02,    108359.,     0.,     0.0,        0,    150.0,    55.0,    205.0,
1986-01-18,   250.10,  250.03,    108475.,   116.,    58.0,        0,    150.0,    68.0,    276.0,
1986-01-19,   250.10,  250.08,    109056.,   581.,   293.0,        0,    150.0,    64.0,    507.0,
1986-01-20,   250.10,  250.11,    109404.,   348.,   175.0,        0,    151.0,    30.0,    356.0,
1986-01-21,   250.10,  250.11,    109404.,     0.,     0.0,        0,    151.0,    31.0,    182.0,
1986-01-22,   250.10,  250.18,    110216.,   812.,   409.0,        0,    151.0,    39.0,    599.0,
1986-01-23,   250.10,  250.10,    109288.,  -928.,       0,   -468.0,    151.0,    34.0,   -283.0,
1986-01-24,   250.10,  250.08,    109056.,  -232.,       0,   -117.0,    151.0,    52.0,     86.0,
1986-01-25,   250.10,  250.17,    110100.,  1044.,   526.0,        0,    151.0,    70.0,    747.0,
1986-01-26,   250.10,  250.42,    113002.,  2902.,  1463.0,        0,    253.0,    53.0,   1769.0,
1986-01-27,   250.10,  250.65,    115672.,  2670.,  1346.0,        0,    326.0,    35.0,   1707.0,
1986-01-28,   250.10,  250.60,    115092.,  -580.,       0,   -292.0,    326.0,    37.0,     71.0,
1986-01-29,   250.10,  250.61,    115208.,   116.,    58.0,        0,    326.0,    36.0,    420.0,
1986-01-30,   250.10,  250.60,    115092.,  -116.,       0,    -58.0,    542.0,    43.0,    527.0,
1986-01-31,   250.10,  250.55,    114511.,  -581.,       0,   -293.0,    673.0,    58.0,    438.0,
1986-02-01,   250.10,  250.48,    113699.,  -812.,       0,   -409.0,    672.0,    59.0,    322.0,
1986-02-02,   250.10,  250.42,    113002.,  -697.,       0,   -351.0,    672.0,    44.0,    365.0,
1986-02-03,   250.10,  250.35,    112190.,  -812.,       0,   -409.0,    671.0,    34.0,    296.0,
1986-02-04,   250.10,  250.27,    111261.,  -929.,       0,   -468.0,    671.0,    32.0,    235.0,
1986-02-05,   250.10,  250.19,    110333.,  -928.,       0,   -468.0,    670.0,    56.0,    258.0,
1986-02-06,   250.10,  250.15,    109868.,  -465.,       0,   -234.0,    439.0,    39.0,    244.0,
1986-02-07,   250.10,  250.27,    111261.,  1393.,   702.0,        0,    325.0,    33.0,   1060.0,
1986-02-08,   250.10,  250.31,    111725.,   464.,   234.0,        0,    325.0,    66.0,    625.0,
1986-02-09,   250.10,  250.32,    111842.,   117.,    59.0,        0,    325.0,    58.0,    442.0,
1986-02-10,   250.10,  250.30,    111609.,  -233.,       0,   -117.0,    556.0,    29.0,    468.0,
1986-02-11,   250.10,  250.32,    111842.,   233.,   117.0,        0,    671.0,    28.0,    816.0,
1986-02-12,   250.10,  250.30,    111609.,  -233.,       0,   -117.0,    671.0,    32.0,    586.0,
1986-02-13,   250.10,  250.21,    110565., -1044.,       0,   -526.0,    671.0,    47.0,    192.0,
1986-02-14,   250.10,  250.21,    110565.,     0.,     0.0,        0,    440.0,    38.0,    478.0,
1986-02-15,   250.10,  250.19,    110333.,  -232.,       0,   -117.0,    325.0,    70.0,    278.0,
1986-02-16,   250.10,  250.17,    110100.,  -233.,       0,   -117.0,    325.0,    69.0,    277.0,
1986-02-17,   250.10,  250.17,    110100.,     0.,     0.0,        0,    325.0,    33.0,    358.0,
1986-02-18,   250.10,  250.20,    110449.,   349.,   176.0,        0,    325.0,    44.0,    545.0,
1986-02-19,   250.10,  250.23,    110797.,   348.,   175.0,        0,    325.0,    33.0,    533.0,
1986-02-20,   250.10,  250.23,    110797.,     0.,     0.0,        0,    541.0,    32.0,    573.0,
1986-02-21,   250.10,  250.25,    111029.,   232.,   117.0,        0,    670.0,    57.0,    844.0,
1986-02-22,   250.10,  250.19,    110333.,  -696.,       0,   -351.0,    669.0,    37.0,    355.0,
1986-02-23,   250.10,  250.09,    109172., -1161.,       0,   -585.0,    669.0,    58.0,    142.0,
1986-02-24,   250.10,  250.07,    108940.,  -232.,       0,   -117.0,    669.0,    30.0,    582.0,
1986-02-25,   250.10,  249.97,    107803., -1137.,       0,   -573.0,    669.0,    43.0,    139.0,
1986-02-26,   250.10,  249.91,    107154.,  -649.,       0,   -327.0,    454.0,    33.0,    160.0,
1986-02-27,   250.10,  250.01,    108243.,  1089.,   549.0,        0,    215.0,    33.0,    797.0,
1986-02-28,   250.10,  250.10,    109288.,  1045.,   527.0,        0,    151.0,    34.0,    712.0,
1986-03-01,   250.10,  250.19,    110333.,  1045.,   527.0,        0,    151.0,    66.0,    744.0,
1986-03-02,   250.10,  250.20,    110449.,   116.,    58.0,        0,    151.0,    61.0,    270.0,
1986-03-03,   250.10,  250.24,    110913.,   464.,   234.0,        0,    151.0,    33.0,    418.0,
1986-03-04,   250.10,  250.27,    111261.,   348.,   175.0,        0,    151.0,    33.0,    359.0,
1986-03-05,   250.10,  250.27,    111261.,     0.,     0.0,        0,    151.0,    36.0,    187.0,
1986-03-06,   250.10,  250.31,    111725.,   464.,   234.0,        0,    151.0,    36.0,    421.0,
1986-03-07,   250.10,  250.27,    111261.,  -464.,       0,   -234.0,    260.0,    64.0,     90.0,
1986-03-08,   250.10,  250.21,    110565.,  -696.,       0,   -351.0,    325.0,    59.0,     33.0,
1986-03-09,   250.10,  250.17,    110100.,  -465.,       0,   -234.0,    325.0,    65.0,    156.0,
1986-03-10,   250.10,  250.16,    109984.,  -116.,       0,    -58.0,    324.0,    29.0,    295.0,
1986-03-11,   250.10,  250.15,    109868.,  -116.,       0,    -58.0,    324.0,    34.0,    300.0,
1986-03-12,   250.10,  250.13,    109636.,  -232.,       0,   -117.0,    324.0,    36.0,    243.0,
1986-03-13,   250.10,  250.25,    111029.,  1393.,   702.0,        0,    325.0,    36.0,   1063.0,
1986-03-14,   250.10,  251.43,    125071., 14042.,  7080.0,        0,    327.0,    48.0,   7455.0,
1986-03-15,   250.10,  252.38,    137136., 12065.,  6083.0,        0,    509.0,    69.0,   6661.0,
1986-03-16,   250.10,  252.32,    136348.,  -788.,       0,   -397.0,   2312.0,    67.0,   1982.0,
1986-03-17,   250.10,  251.98,    131896., -4452.,       0,  -2245.0,   3406.0,    32.0,   1193.0,
1986-03-18,   250.10,  251.55,    126560., -5336.,       0,  -2690.0,   3394.0,    35.0,    739.0,
1986-03-19,   250.10,  251.49,    125815.,  -745.,       0,   -376.0,   3382.0,    36.0,   3042.0,
1986-03-20,   250.10,  251.23,    122589., -3226.,       0,  -1626.0,   3378.0,    50.0,   1802.0,
1986-03-21,   250.10,  250.99,    119619., -2970.,       0,  -1497.0,   3368.0,    56.0,   1927.0,
1986-03-22,   250.10,  250.75,    116833., -2786.,       0,  -1405.0,   2634.0,    58.0,   1287.0,
1986-03-23,   250.10,  250.68,    116020.,  -813.,       0,   -410.0,   1153.0,    53.0,    796.0,
1986-03-24,   250.10,  250.55,    114511., -1509.,       0,   -761.0,   1131.0,    26.0,    396.0,
1986-03-25,   250.10,  250.51,    114047.,  -464.,       0,   -234.0,    970.0,    36.0,    772.0,
1986-03-26,   250.10,  250.47,    113583.,  -464.,       0,   -234.0,    672.0,    50.0,    488.0,
1986-03-27,   250.10,  250.42,    113002.,  -581.,       0,   -293.0,    672.0,    49.0,    428.0,
1986-03-28,   250.10,  250.37,    112422.,  -580.,       0,   -292.0,    469.0,    48.0,    225.0,
1986-03-29,   250.10,  250.35,    112190.,  -232.,       0,   -117.0,    325.0,    69.0,    277.0,
1986-03-30,   250.10,  250.34,    112074.,  -116.,       0,    -58.0,    326.0,    55.0,    323.0,
1986-03-31,   250.10,  250.34,    112074.,     0.,     0.0,        0,    325.0,    36.0,    361.0,
1986-04-01,   250.13,  250.31,    111725.,  -349.,       0,   -176.0,    216.0,    35.0,     75.0,
1986-04-02,   250.16,  250.34,    112074.,   349.,   176.0,        0,    151.0,    35.0,    362.0,
1986-04-03,   250.19,  250.35,    112190.,   116.,    58.0,        0,    151.0,    70.0,    279.0,
1986-04-04,   250.22,  250.35,    112190.,     0.,     0.0,        0,    151.0,    36.0,    187.0,
1986-04-05,   250.25,  250.35,    112190.,     0.,     0.0,        0,    151.0,    69.0,    220.0,
1986-04-06,   250.28,  250.40,    112770.,   580.,   292.0,        0,    151.0,    69.0,    512.0,
1986-04-07,   250.31,  250.39,    112654.,  -116.,       0,    -58.0,    151.0,    63.0,    156.0,
1986-04-08,   250.34,  250.41,    112886.,   232.,   117.0,        0,    151.0,    30.0,    298.0,
1986-04-09,   250.37,  250.39,    112654.,  -232.,       0,   -117.0,    151.0,    49.0,     83.0,
1986-04-10,   250.40,  250.37,    112422.,  -232.,       0,   -117.0,    151.0,    49.0,     83.0,
1986-04-11,   250.43,  250.36,    112306.,  -116.,       0,    -58.0,    110.0,    69.0,    121.0,
1986-04-12,   250.46,  250.34,    112074.,  -232.,       0,   -117.0,     62.0,    81.0,     26.0,
1986-04-13,   250.49,  250.35,    112190.,   116.,    58.0,        0,     62.0,    43.0,    163.0,
1986-04-14,   250.52,  250.32,    111842.,  -348.,       0,   -175.0,     62.0,    41.0,    -72.0,
1986-04-15,   250.55,  250.32,    111842.,     0.,     0.0,        0,     62.0,    50.0,    112.0,
1986-04-16,   250.58,  250.34,    112074.,   232.,   117.0,        0,    122.0,    44.0,    283.0,
1986-04-17,   250.61,  250.33,    111958.,  -116.,       0,    -58.0,    151.0,    47.0,    140.0,
1986-04-18,   250.64,  250.25,    111029.,  -929.,       0,   -468.0,    151.0,    70.0,   -247.0,
1986-04-19,   250.67,  250.22,    110681.,  -348.,       0,   -175.0,    151.0,    66.0,     42.0,
1986-04-20,   250.70,  250.15,    109868.,  -813.,       0,   -410.0,    151.0,    60.0,   -199.0,
1986-04-21,   250.73,  250.21,    110565.,   697.,   351.0,        0,    151.0,    34.0,    536.0,
1986-04-22,   250.76,  250.25,    111029.,   464.,   234.0,        0,    151.0,    47.0,    432.0,
1986-04-23,   250.79,  250.20,    110449.,  -580.,       0,   -292.0,    151.0,    48.0,    -93.0,
1986-04-24,   250.82,  250.19,    110333.,  -116.,       0,    -58.0,    151.0,    47.0,    140.0,
1986-04-25,   250.85,  250.15,    109868.,  -465.,       0,   -234.0,    151.0,    48.0,    -35.0,
1986-04-26,   250.88,  250.13,    109636.,  -232.,       0,   -117.0,    151.0,    85.0,    119.0,
1986-04-27,   250.91,  250.10,    109288.,  -348.,       0,   -183.0,    151.0,    58.0,     26.0,
1986-04-28,   250.94,  250.05,    108707.,  -581.,       0,   -293.0,    151.0,    41.0,   -101.0,
1986-04-29,   250.97,  250.08,    109056.,   349.,   176.0,        0,    150.0,    49.0,    375.0,
1986-04-30,   251.00,  250.04,    108591.,  -465.,       0,   -234.0,    150.0,    69.0,    -15.0,
1986-05-01,   251.00,  250.02,    108359.,  -232.,       0,   -117.0,    150.0,    70.0,    103.0,
1986-05-02,   251.00,  250.00,    108127.,  -232.,       0,   -117.0,    167.0,    69.0,    119.0,
1986-05-03,   251.00,  249.90,    107046., -1081.,       0,   -545.0,    179.0,    83.0,   -283.0,
1986-05-04,   251.00,  249.83,    106289.,  -757.,       0,   -382.0,    179.0,    62.0,   -141.0,
1986-05-05,   251.00,  249.79,    105856.,  -433.,       0,   -218.0,    178.0,    58.0,     18.0,
1986-05-06,   251.00,  249.75,    105424.,  -432.,       0,   -218.0,    178.0,    62.0,     22.0,
1986-05-07,   251.00,  249.70,    104883.,  -541.,       0,   -273.0,    178.0,    70.0,    -25.0,
1986-05-08,   251.00,  249.65,    104342.,  -541.,       0,   -273.0,    178.0,    68.0,    -27.0,
1986-05-09,   251.00,  249.68,    104667.,   325.,   164.0,        0,    178.0,    68.0,    410.0,
1986-05-10,   251.00,  249.63,    104126.,  -541.,       0,   -273.0,    178.0,    81.0,    -14.0,
1986-05-11,   251.00,  249.59,    103694.,  -432.,       0,   -218.0,    178.0,    61.0,     21.0,
1986-05-12,   251.00,  249.50,    102721.,  -973.,       0,   -491.0,    178.0,    50.0,   -263.0,
1986-05-13,   251.00,  249.48,    102504.,  -217.,       0,   -109.0,    178.0,    59.0,    128.0,
1986-05-14,   251.00,  249.47,    102396.,  -108.,       0,    -54.0,    178.0,    65.0,    189.0,
1986-05-15,   251.00,  249.41,    101747.,  -649.,       0,   -327.0,    178.0,    51.0,    -98.0,
1986-05-16,   251.00,  249.38,    101423.,  -324.,       0,   -163.0,    178.0,    61.0,     76.0,
1986-05-17,   251.00,  249.34,    100990.,  -433.,       0,   -218.0,    178.0,    68.0,     28.0,
1986-05-18,   251.00,  249.25,    100017.,  -973.,       0,   -491.0,    177.0,    71.0,   -243.0,
1986-05-19,   251.00,  249.31,    100666.,   649.,   327.0,        0,    177.0,    49.0,    553.0,
1986-05-20,   251.00,  249.73,    105207.,  4541.,  2289.0,        0,    178.0,    28.0,   2495.0,
1986-05-21,   251.00,  249.85,    106505.,  1298.,   654.0,        0,    178.0,    60.0,    892.0,
1986-05-22,   251.00,  249.86,    106613.,   108.,    54.0,        0,    206.0,    51.0,    311.0,
1986-05-23,   251.00,  249.83,    106289.,  -324.,       0,   -163.0,    178.0,    45.0,     60.0,
1986-05-24,   251.00,  249.79,    105856.,  -433.,       0,   -218.0,    178.0,    45.0,      5.0,
1986-05-25,   251.00,  249.75,    105424.,  -432.,       0,   -218.0,    178.0,    40.0,      0.0,
1986-05-26,   251.00,  249.70,    104883.,  -541.,       0,   -273.0,    178.0,    38.0,    -57.0,
1986-05-27,   251.00,  249.68,    104667.,  -216.,       0,   -109.0,    178.0,    46.0,    115.0,
1986-05-28,   251.00,  249.67,    104559.,  -108.,       0,    -54.0,    178.0,    53.0,    177.0,
1986-05-29,   251.00,  249.64,    104234.,  -325.,       0,   -164.0,    178.0,    52.0,     66.0,
1986-05-30,   251.00,  249.61,    103910.,  -324.,       0,   -163.0,    178.0,    38.0,     53.0,
1986-05-31,   251.00,  249.55,    103261.,  -649.,       0,   -327.0,    178.0,    65.0,    -84.0,
1986-06-01,   251.00,  249.51,    102829.,  -432.,       0,   -218.0,    178.0,    49.0,      9.0,
1986-06-02,   251.00,  249.44,    102072.,  -757.,       0,   -382.0,    178.0,    49.0,   -155.0,
1986-06-03,   251.00,  249.37,    101315.,  -757.,       0,   -382.0,    178.0,    56.0,   -148.0,
1986-06-04,   251.00,  249.34,    100990.,  -325.,       0,   -164.0,    178.0,    38.0,     52.0,
1986-06-05,   251.00,  249.27,    100234.,  -756.,       0,   -381.0,    177.0,    60.0,   -144.0,
1986-06-06,   251.00,  249.24,     99909.,  -325.,       0,   -164.0,    177.0,    82.0,     95.0,
1986-06-07,   251.00,  249.23,     99801.,  -108.,       0,    -54.0,    177.0,    48.0,    171.0,
1986-06-08,   251.00,  249.17,     99152.,  -649.,       0,   -327.0,    177.0,    56.0,    -94.0,
1986-06-09,   251.00,  249.12,     98612.,  -540.,       0,   -272.0,    177.0,    40.0,    -55.0,
1986-06-10,   251.00,  249.04,     97747.,  -865.,       0,   -436.0,    177.0,    48.0,   -211.0,
1986-06-11,   251.00,  248.99,     97218.,  -529.,       0,   -267.0,    177.0,    61.0,    -29.0,
1986-06-12,   251.00,  248.95,     96836.,  -382.,       0,   -193.0,    177.0,    59.0,     43.0,
1986-06-13,   251.00,  248.88,     96167.,  -669.,       0,   -337.0,    177.0,    59.0,   -101.0,
1986-06-14,   251.00,  248.80,     95403.,  -764.,       0,   -385.0,    177.0,    77.0,   -131.0,
1986-06-15,   251.00,  248.76,     95021.,  -382.,       0,   -193.0,    177.0,    56.0,     40.0,
1986-06-16,   251.00,  248.69,     94352.,  -669.,       0,   -337.0,    176.0,    30.0,   -131.0,
1986-06-17,   251.00,  248.65,     93970.,  -382.,       0,   -193.0,    176.0,    50.0,     33.0,
1986-06-18,   251.00,  248.55,     93014.,  -956.,       0,   -482.0,    188.0,    65.0,   -229.0,
1986-06-19,   251.00,  248.46,     92154.,  -860.,       0,   -434.0,    204.0,    57.0,   -173.0,
1986-06-20,   251.00,  248.40,     91581.,  -573.,       0,   -289.0,    222.0,    85.0,     18.0,
1986-06-21,   251.00,  248.31,     90721.,  -860.,       0,   -434.0,    233.0,    61.0,   -140.0,
1986-06-22,   251.00,  248.21,     89766.,  -955.,       0,   -481.0,    233.0,    57.0,   -191.0,
1986-06-23,   251.00,  248.14,     89097.,  -669.,       0,   -337.0,    232.0,    40.0,    -65.0,
1986-06-24,   251.00,  248.06,     88332.,  -765.,       0,   -386.0,    232.0,    51.0,   -103.0,
1986-06-25,   251.00,  247.97,     87495.,  -837.,       0,   -422.0,    232.0,    66.0,   -124.0,
1986-06-26,   251.00,  247.88,     86704.,  -791.,       0,   -399.0,    232.0,    80.0,    -87.0,
1986-06-27,   251.00,  247.80,     86000.,  -704.,       0,   -355.0,    231.0,    63.0,    -61.0,
1986-06-28,   251.00,  247.78,     85824.,  -176.,       0,    -89.0,    231.0,    64.0,    206.0,
1986-06-29,   251.00,  247.75,     85561.,  -263.,       0,   -133.0,    231.0,    55.0,    153.0,
1986-06-30,   251.00,  247.69,     85033.,  -528.,       0,   -266.0,    207.0,    47.0,    -12.0,
1986-07-01,   251.00,  247.63,     84505.,  -528.,       0,   -266.0,    165.0,    31.0,    -70.0,
1986-07-02,   251.00,  247.58,     84066.,  -439.,       0,   -221.0,    202.0,    50.0,     31.0,
1986-07-03,   251.00,  247.51,     83450.,  -616.,       0,   -311.0,    202.0,    48.0,    -61.0,
1986-07-04,   251.00,  247.44,     82834.,  -616.,       0,   -311.0,    202.0,    54.0,    -55.0,
1986-07-05,   251.00,  247.36,     82131.,  -703.,       0,   -354.0,    202.0,    49.0,   -103.0,
1986-07-06,   251.00,  247.30,     81603.,  -528.,       0,   -266.0,    202.0,    50.0,    -14.0,
1986-07-07,   251.00,  247.23,     80988.,  -615.,       0,   -310.0,    202.0,    61.0,    -47.0,
1986-07-08,   251.00,  247.14,     80196.,  -792.,       0,   -399.0,    202.0,    63.0,   -134.0,
1986-07-09,   251.00,  247.05,     79405.,  -791.,       0,   -399.0,    214.0,    74.0,   -111.0,
1986-07-10,   251.00,  246.90,     78164., -1241.,       0,   -626.0,    229.0,    80.0,   -317.0,
1986-07-11,   251.00,  246.86,     77843.,  -321.,       0,   -162.0,    229.0,    55.0,    122.0,
1986-07-12,   251.00,  246.85,     77763.,   -80.,       0,    -40.0,    229.0,    59.0,    248.0,
1986-07-13,   251.00,  246.73,     76802.,  -961.,       0,   -485.0,    229.0,    56.0,   -200.0,
1986-07-14,   251.00,  246.65,     76161.,  -641.,       0,   -323.0,    229.0,    68.0,    -26.0,
1986-07-15,   251.00,  246.56,     75440.,  -721.,       0,   -364.0,    228.0,    78.0,    -58.0,
1986-07-16,   251.00,  246.50,     74959.,  -481.,       0,   -243.0,    218.0,    68.0,     43.0,
1986-07-17,   251.00,  246.43,     74398.,  -561.,       0,   -283.0,    209.0,    66.0,     -8.0,
1986-07-18,   251.00,  246.34,     73677.,  -721.,       0,   -364.0,    200.0,    70.0,    -94.0,
1986-07-19,   251.00,  246.25,     72956.,  -721.,       0,   -364.0,    190.0,    73.0,   -101.0,
1986-07-20,   251.00,  246.18,     72395.,  -561.,       0,   -283.0,    179.0,    70.0,    -34.0,
1986-07-21,   251.00,  246.12,     71914.,  -481.,       0,   -243.0,    180.0,    50.0,    -13.0,
1986-07-22,   251.00,  245.96,     70659., -1255.,       0,   -633.0,    213.0,    65.0,   -355.0,
1986-07-23,   251.00,  246.17,     72315.,  1656.,   835.0,        0,    227.0,    71.0,   1133.0,
1986-07-24,   251.00,  246.12,     71914.,  -401.,       0,   -202.0,    227.0,    57.0,     82.0,
1986-07-25,   251.00,  246.05,     71354.,  -560.,       0,   -282.0,    212.0,    61.0,     -9.0,
1986-07-26,   251.00,  246.09,     71674.,   320.,   161.0,        0,    199.0,    56.0,    416.0,
1986-07-27,   251.00,  246.15,     72155.,   481.,   243.0,        0,    199.0,    57.0,    499.0,
1986-07-28,   251.00,  246.10,     71754.,  -401.,       0,   -202.0,    199.0,    59.0,     56.0,
1986-07-29,   251.00,  246.05,     71354.,  -400.,       0,   -202.0,    182.0,    70.0,     50.0,
1986-07-30,   251.00,  245.96,     70659.,  -695.,       0,   -350.0,    180.0,    72.0,    -98.0,
1986-07-31,   251.00,  245.88,     70072.,  -587.,       0,   -296.0,    199.0,    61.0,    -36.0,
1986-08-01,   251.00,  245.80,     69485.,  -587.,       0,   -296.0,    199.0,    56.0,    -41.0,
1986-08-02,   251.00,  245.76,     69192.,  -293.,       0,   -148.0,    199.0,    59.0,    110.0,
1986-08-03,   251.00,  245.85,     69852.,   660.,   333.0,        0,    199.0,    56.0,    588.0,
1986-08-04,   251.00,  245.80,     69485.,  -367.,       0,   -185.0,    176.0,    58.0,     49.0,
1986-08-05,   251.00,  245.73,     68971.,  -514.,       0,   -259.0,    154.0,    58.0,    -47.0,
1986-08-06,   251.00,  245.67,     68531.,  -440.,       0,   -222.0,    188.0,    56.0,     22.0,
1986-08-07,   251.00,  245.60,     68017.,  -514.,       0,   -259.0,    198.0,    65.0,      4.0,
1986-08-08,   251.00,  245.52,     67430.,  -587.,       0,   -296.0,    174.0,    67.0,    -55.0,
1986-08-09,   251.00,  245.45,     66917.,  -513.,       0,   -259.0,    179.0,    57.0,    -23.0,
1986-08-10,   251.00,  245.40,     66550.,  -367.,       0,   -185.0,    188.0,    53.0,     56.0,
1986-08-11,   251.00,  245.46,     66990.,   440.,   222.0,        0,    198.0,    53.0,    473.0,
1986-08-12,   251.00,  245.61,     68091.,  1101.,   555.0,        0,    137.0,    49.0,    741.0,
1986-08-13,   251.00,  245.83,     69705.,  1614.,   814.0,        0,    100.0,    59.0,    973.0,
1986-08-14,   251.00,  245.80,     69485.,  -220.,       0,   -111.0,    100.0,    50.0,     39.0,
1986-08-15,   251.00,  245.77,     69265.,  -220.,       0,   -111.0,    100.0,    64.0,     53.0,
1986-08-16,   251.00,  245.73,     68971.,  -294.,       0,   -148.0,    100.0,    60.0,     12.0,
1986-08-17,   251.00,  245.71,     68825.,  -146.,       0,    -74.0,    149.0,    47.0,    122.0,
1986-08-18,   251.00,  245.65,     68384.,  -441.,       0,   -222.0,    171.0,    53.0,      2.0,
1986-08-19,   251.00,  245.65,     68384.,     0.,     0.0,        0,    114.0,    57.0,    171.0,
1986-08-20,   251.00,  247.50,     83362., 14978.,  7551.0,        0,    100.0,    48.0,   7699.0,
1986-08-21,   251.00,  248.95,     96836., 13474.,  6793.0,        0,    100.0,    51.0,   6944.0,
1986-08-22,   251.00,  249.13,     98720.,  1884.,   950.0,        0,    100.0,    59.0,   1109.0,
1986-08-23,   251.00,  249.17,     99152.,   432.,   218.0,        0,    100.0,    55.0,    373.0,
1986-08-24,   251.00,  249.18,     99260.,   108.,    54.0,        0,    100.0,    54.0,    208.0,
1986-08-25,   251.00,  249.16,     99044.,  -216.,       0,   -109.0,    100.0,    44.0,     35.0,
1986-08-26,   251.00,  249.15,     98936.,  -108.,       0,    -54.0,    100.0,    22.0,     68.0,
1986-08-27,   251.00,  249.15,     98936.,     0.,     0.0,        0,    100.0,    59.0,    159.0,
1986-08-28,   251.00,  249.35,    101099.,  2163.,  1091.0,        0,    100.0,    69.0,   1260.0,
1986-08-29,   251.00,  249.41,    101747.,   648.,   327.0,        0,    100.0,    50.0,    477.0,
1986-08-30,   251.00,  249.44,    102072.,   325.,   164.0,        0,    100.0,    45.0,    309.0,
1986-08-31,   251.00,  249.43,    101964.,  -108.,       0,    -54.0,    100.0,    44.0,     90.0,
1986-09-01,   251.00,  249.43,    101964.,     0.,     0.0,        0,    100.0,    46.0,    146.0,
