DATE, NORMAL-LEVEL,RES-LEVEL,AF,CHANGE-ACRE-FEET,STORED,DRAWDOWN,OUTFLOW,SUPPLY,INFLOW,
1988-04-19,   250.67,  250.95,    119155.,  5108.,  2575.0,        0,    109.0,    48.0,   2732.0,
1988-04-20,   250.70,  251.26,    122961.,  3806.,  1919.0,        0,    111.0,    53.0,   2083.0,
1988-04-21,   250.73,  251.33,    123830.,   869.,   438.0,        0,    417.0,    28.0,    883.0,
1988-04-22,   250.76,  251.26,    122961.,  -869.,       0,   -438.0,    677.0,    52.0,    291.0,
1988-04-23,   250.79,  251.21,    122341.,  -620.,       0,   -313.0,    677.0,    66.0,    430.0,
1988-04-24,   250.82,  251.12,    121224., -1117.,       0,   -563.0,    677.0,    55.0,    169.0,
1988-04-25,   250.85,  251.06,    120480.,  -744.,       0,   -375.0,    356.0,    31.0,     12.0,
1988-04-26,   250.88,  251.05,    120355.,  -125.,       0,    -63.0,    152.0,    47.0,    136.0,
1988-04-27,   250.91,  251.16,    121720.,  1365.,   688.0,        0,    152.0,    72.0,    912.0,
1988-04-28,   250.94,  251.12,    121224.,  -496.,       0,   -250.0,    152.0,    52.0,    -46.0,
1988-04-29,   250.97,  251.12,    121224.,     0.,     0.0,        0,    152.0,    44.0,    196.0,
1988-04-30,   251.00,  251.06,    120480.,  -744.,       0,   -375.0,    152.0,    75.0,   -148.0,
1988-05-01,   251.00,  251.06,    120480.,     0.,     0.0,        0,    152.0,    69.0,    221.0,
1988-05-02,   251.00,  251.03,    120107.,  -373.,       0,   -188.0,    141.0,    32.0,    -15.0,
1988-05-03,   251.00,  250.98,    119503.,  -604.,       0,   -305.0,    124.0,    64.0,   -117.0,
1988-05-04,   251.00,  251.05,    120355.,   852.,   430.0,        0,    124.0,    48.0,    602.0,
1988-05-05,   251.00,  251.15,    121596.,  1241.,   626.0,        0,    124.0,    46.0,    796.0,
1988-05-06,   251.00,  251.23,    122589.,   993.,   501.0,        0,    124.0,    53.0,    678.0,
1988-05-07,   251.00,  251.23,    122589.,     0.,     0.0,        0,    124.0,    65.0,    189.0,
1988-05-08,   251.00,  251.19,    122093.,  -496.,       0,   -250.0,    124.0,    62.0,    -64.0,
