date,source,volume_percent,daily_rainfall,monthly_rainfall,historical_monthly_rainfall
1/14/2015,sistemaCantareira,6.3,10.4,59.6,271.1
1/15/2015,sistemaCantareira,6.2,0.5,60.1,271.1
1/16/2015,sistemaCantareira,6.1,0,60.1,271.1
1/17/2015,sistemaCantareira,6,0,60.1,271.1
1/18/2015,sistemaCantareira,5.9,0,60.1,271.1
1/19/2015,sistemaCantareira,5.8,0.8,60.9,271.1
1/20/2015,sistemaCantareira,5.6,0,60.9,271.1
1/21/2015,sistemaCantareira,5.5,0,60.9,271.1
1/22/2015,sistemaCantareira,5.4,3.4,64.3,271.1
1/23/2015,sistemaCantareira,5.3,0.6,64.9,271.1
1/24/2015,sistemaCantareira,5.2,25.9,90.8,271.1
1/25/2015,sistemaCantareira,5.1,5.3,96.1,271.1
1/26/2015,sistemaCantareira,5.1,17.1,113.2,271.1
1/27/2015,sistemaCantareira,5.1,21,134.2,271.1
1/28/2015,sistemaCantareira,5.1,7.6,141.8,271.1
1/29/2015,sistemaCantareira,5.1,6,147.8,271.1
1/30/2015,sistemaCantareira,5.1,0,147.8,271.1
1/31/2015,sistemaCantareira,5.1,0.4,148.2,271.1
2/1/2015,sistemaCantareira,5,10.7,10.7,199.1
2/2/2015,sistemaCantareira,5,12.5,23.2,199.1
2/3/2015,sistemaCantareira,5.1,12.2,35.4,199.1
2/4/2015,sistemaCantareira,5.2,9,44.4,199.1
2/5/2015,sistemaCantareira,5.2,10.4,54.8,199.1
2/6/2015,sistemaCantareira,5.4,25.3,80.1,199.1
2/7/2015,sistemaCantareira,5.6,5,85.1,199.1
2/8/2015,sistemaCantareira,5.7,0.5,85.6,199.1
2/9/2015,sistemaCantareira,5.9,0,85.6,199.1
2/10/2015,sistemaCantareira,6.1,35.5,121.1,199.1
2/11/2015,sistemaCantareira,6.4,19.7,140.8,199.1
2/12/2015,sistemaCantareira,6.7,3,143.8,199.1
2/13/2015,sistemaCantareira,6.9,2.1,145.9,199.1
2/14/2015,sistemaCantareira,7.1,15.9,161.8,199.1
2/15/2015,sistemaCantareira,7.3,1.8,163.5,199.1
2/16/2015,sistemaCantareira,7.8,42.6,206.1,199.1
2/17/2015,sistemaCantareira,8.3,22.3,228.4,199.1
2/18/2015,sistemaCantareira,8.9,28.6,257,199.1
2/19/2015,sistemaCantareira,9.5,3,260,199.1
2/20/2015,sistemaCantareira,10,6.5,266.5,199.1
2/21/2015,sistemaCantareira,10.2,0,266.5,199.1
2/22/2015,sistemaCantareira,10.4,0,266.5,199.1
2/23/2015,sistemaCantareira,10.6,0,266.5,199.1
2/24/2015,sistemaCantareira,10.7,0,266.5,199.1
2/25/2015,sistemaCantareira,10.8,11.3,277.8,199.1
2/26/2015,sistemaCantareira,11.1,15.2,293,199.1
2/27/2015,sistemaCantareira,11.1,0.7,293.7,199.1
2/28/2015,sistemaCantareira,11.4,28.7,322.4,199.1
3/1/2015,sistemaCantareira,11.6,2.1,2.1,178
3/2/2015,sistemaCantareira,11.7,0,2.1,178
3/3/2015,sistemaCantareira,11.7,0,2.1,178
3/4/2015,sistemaCantareira,11.7,0,2.1,178
3/5/2015,sistemaCantareira,11.7,1.6,3.7,178
3/6/2015,sistemaCantareira,11.7,2.4,6.1,178
3/7/2015,sistemaCantareira,11.9,33.8,39.9,178
3/8/2015,sistemaCantareira,12.3,25.7,65.6,178
3/9/2015,sistemaCantareira,12.9,31,96.6,178
3/10/2015,sistemaCantareira,13.3,3.9,100.5,178
3/11/2015,sistemaCantareira,13.7,26.6,127.1,178
3/12/2015,sistemaCantareira,14,4.4,131.5,178
3/13/2015,sistemaCantareira,14.3,0.7,132.2,178
3/14/2015,sistemaCantareira,14.5,6.4,138.6,178
3/15/2015,sistemaCantareira,14.6,0.3,138.9,178
3/16/2015,sistemaCantareira,15,9,147.9,178
3/17/2015,sistemaCantareira,15.3,9.6,157.5,178
3/18/2015,sistemaCantareira,15.6,0.1,157.6,178
3/19/2015,sistemaCantareira,15.8,5.7,163.4,178
3/20/2015,sistemaCantareira,16,6.4,169.8,178
3/21/2015,sistemaCantareira,16.3,10.8,180.6,178
3/22/2015,sistemaCantareira,16.6,5.8,186.4,178
3/23/2015,sistemaCantareira,17.1,3.5,189.9,178
3/24/2015,sistemaCantareira,17.6,0,189.9,178
3/25/2015,sistemaCantareira,18,0,189.9,178
3/26/2015,sistemaCantareira,18.2,0,189.9,178
3/27/2015,sistemaCantareira,18.4,0,189.9,178
3/28/2015,sistemaCantareira,18.6,0,189.9,178
3/29/2015,sistemaCantareira,18.7,0,189.9,178
3/30/2015,sistemaCantareira,18.9,16.4,206.3,178
3/31/2015,sistemaCantareira,19,0.2,206.5,178
4/1/2015,sistemaCantareira,19.1,0.1,0.1,89.8
4/2/2015,sistemaCantareira,19.2,0,0.1,89.8
4/3/2015,sistemaCantareira,19.2,0,0.1,89.8
4/4/2015,sistemaCantareira,19.3,0,0.1,89.8
4/5/2015,sistemaCantareira,19.3,0,0.1,89.8
4/6/2015,sistemaCantareira,19.4,9.3,9.4,89.8
4/7/2015,sistemaCantareira,19.6,1.5,10.9,89.8
4/8/2015,sistemaCantareira,19.7,0.3,11.2,89.8
4/9/2015,sistemaCantareira,19.7,0,11.2,89.8
4/10/2015,sistemaCantareira,19.8,0,11.2,89.8
4/11/2015,sistemaCantareira,19.9,0,11.2,89.8
4/12/2015,sistemaCantareira,19.9,0,11.2,89.8
4/13/2015,sistemaCantareira,19.9,0,11.2,89.8
4/14/2015,sistemaCantareira,19.9,0,11.2,89.8
4/15/2015,sistemaCantareira,19.9,0,11.2,89.8
4/16/2015,sistemaCantareira,19.9,3.9,15.1,89.8
4/17/2015,sistemaCantareira,19.9,0.6,15.7,89.8
4/18/2015,sistemaCantareira,19.9,0,15.7,89.8
4/19/2015,sistemaCantareira,19.9,0.4,16.1,89.8
4/20/2015,sistemaCantareira,20,21.2,37.3,89.8
4/21/2015,sistemaCantareira,20.1,0.1,37.4,89.8
4/22/2015,sistemaCantareira,20.1,2.4,39.8,89.8
4/23/2015,sistemaCantareira,20.1,4.2,44,89.8
4/24/2015,sistemaCantareira,20.1,0.3,44.3,89.8
4/25/2015,sistemaCantareira,20.1,0,44.3,89.8
4/26/2015,sistemaCantareira,20.1,0.8,45.1,89.8
4/27/2015,sistemaCantareira,20.1,0,45.1,89.8
4/28/2015,sistemaCantareira,20,0,45.1,89.8
4/29/2015,sistemaCantareira,20,0,45.1,89.8
4/30/2015,sistemaCantareira,19.9,0.2,45.3,89.8
5/1/2015,sistemaCantareira,19.9,0,0,78.2
5/2/2015,sistemaCantareira,19.8,0,0,78.2
5/3/2015,sistemaCantareira,19.8,0.1,0.1,78.2
5/4/2015,sistemaCantareira,19.7,0,0.1,78.2
5/5/2015,sistemaCantareira,19.7,4.4,4.5,78.2
5/6/2015,sistemaCantareira,19.7,0.1,4.6,78.2
5/7/2015,sistemaCantareira,19.7,0,4.6,78.2
5/8/2015,sistemaCantareira,19.6,2,6.6,78.2
5/9/2015,sistemaCantareira,19.6,0.1,6.7,78.2
5/10/2015,sistemaCantareira,19.5,0.1,6.8,78.2
5/11/2015,sistemaCantareira,19.7,23.5,30.3,78.2
5/12/2015,sistemaCantareira,19.8,1,31.3,78.2
5/13/2015,sistemaCantareira,19.8,3.8,35.1,78.2
5/14/2015,sistemaCantareira,19.8,0.4,35.5,78.2
5/15/2015,sistemaCantareira,19.8,0,35.5,78.2
5/16/2015,sistemaCantareira,19.7,0,35.5,78.2
5/17/2015,sistemaCantareira,19.7,0.2,35.7,78.2
5/18/2015,sistemaCantareira,19.7,0,35.7,78.2
5/19/2015,sistemaCantareira,19.7,8.9,44.6,78.2
5/20/2015,sistemaCantareira,19.7,0.4,45,78.2
5/21/2015,sistemaCantareira,19.7,0.2,45.2,78.2
5/22/2015,sistemaCantareira,19.7,0,45.2,78.2
5/23/2015,sistemaCantareira,19.7,0,45.2,78.2
5/24/2015,sistemaCantareira,19.6,0.2,45.4,78.2
5/25/2015,sistemaCantareira,19.6,0.2,45.6,78.2
5/26/2015,sistemaCantareira,19.5,0.2,45.8,78.2
5/27/2015,sistemaCantareira,19.5,1.5,47.3,78.2
5/28/2015,sistemaCantareira,19.5,0.1,47.4,78.2
5/29/2015,sistemaCantareira,19.5,12.3,59.7,78.2
5/30/2015,sistemaCantareira,19.5,2.3,62,78.2
5/31/2015,sistemaCantareira,19.6,12.4,74.4,78.2
6/1/2015,sistemaCantareira,19.8,,,58.5
6/2/2015,sistemaCantareira,19.9,,,58.5
6/3/2015,sistemaCantareira,20,,,58.5
6/4/2015,sistemaCantareira,20.1,,,58.5
6/5/2015,sistemaCantareira,20.2,,,58.5
6/6/2015,sistemaCantareira,20.2,,,58.5
6/7/2015,sistemaCantareira,20.2,,,58.5
6/8/2015,sistemaCantareira,20.2,,,58.5
6/9/2015,sistemaCantareira,20.2,,,58.5
6/10/2015,sistemaCantareira,20.1,,,58.5
6/11/2015,sistemaCantareira,20.1,,,58.5
6/12/2015,sistemaCantareira,20.1,,,58.5
6/13/2015,sistemaCantareira,20,,,58.5
6/14/2015,sistemaCantareira,20,,,58.5
6/15/2015,sistemaCantareira,19.9,,,58.5
6/16/2015,sistemaCantareira,19.9,,,58.5
6/17/2015,sistemaCantareira,19.9,,,58.5
6/18/2015,sistemaCantareira,19.9,,,58.5
6/19/2015,sistemaCantareira,19.9,,,58.5
6/20/2015,sistemaCantareira,19.9,,,58.5
6/21/2015,sistemaCantareira,20,,,58.5
6/22/2015,sistemaCantareira,19.9,,,58.5
6/23/2015,sistemaCantareira,19.9,,,58.5
6/24/2015,sistemaCantareira,19.9,,,58.5
6/25/2015,sistemaCantareira,19.9,,,58.5
6/26/2015,sistemaCantareira,20,,,58.5
6/27/2015,sistemaCantareira,19.9,,,58.5
6/28/2015,sistemaCantareira,19.9,,,58.5
6/29/2015,sistemaCantareira,19.9,,,58.5
6/30/2015,sistemaCantareira,19.9,,39.7,58.5
7/1/2015,sistemaCantareira,19.8,,,50
7/2/2015,sistemaCantareira,19.8,,,50
7/3/2015,sistemaCantareira,19.7,,,50
7/4/2015,sistemaCantareira,19.7,,,50
7/5/2015,sistemaCantareira,19.7,,,50
7/6/2015,sistemaCantareira,19.7,,,50
7/7/2015,sistemaCantareira,19.7,,,50
7/8/2015,sistemaCantareira,19.7,,,50
7/9/2015,sistemaCantareira,19.6,,,50
7/10/2015,sistemaCantareira,19.6,,,50
7/11/2015,sistemaCantareira,19.6,,,50
7/12/2015,sistemaCantareira,19.5,,,50
7/13/2015,sistemaCantareira,19.5,,,50
7/14/2015,sistemaCantareira,19.4,,,50
7/15/2015,sistemaCantareira,19.4,,,50
7/16/2015,sistemaCantareira,19.3,,,50
7/17/2015,sistemaCantareira,19.3,,,50
7/18/2015,sistemaCantareira,19.2,,,50
7/19/2015,sistemaCantareira,19.2,,,50
7/20/2015,sistemaCantareira,19.1,,,50
7/21/2015,sistemaCantareira,19,,,50
7/22/2015,sistemaCantareira,19,,,50
7/23/2015,sistemaCantareira,18.9,,,50
7/24/2015,sistemaCantareira,18.9,,,50
7/25/2015,sistemaCantareira,18.8,,,50
7/26/2015,sistemaCantareira,18.8,,,50
7/27/2015,sistemaCantareira,18.9,,,50
7/28/2015,sistemaCantareira,18.8,,,50
7/29/2015,sistemaCantareira,18.8,,,50
7/30/2015,sistemaCantareira,18.8,,,50
7/31/2015,sistemaCantareira,18.7,,43.9,50
8/1/2015,sistemaCantareira,18.7,,,34.4
8/2/2015,sistemaCantareira,18.6,,,34.4
8/3/2015,sistemaCantareira,18.5,,,34.4
8/4/2015,sistemaCantareira,18.4,,,34.4
8/5/2015,sistemaCantareira,18.3,,,34.4
8/6/2015,sistemaCantareira,18.2,,,34.4
8/7/2015,sistemaCantareira,18.1,,,34.4
8/8/2015,sistemaCantareira,18,,,34.4
8/9/2015,sistemaCantareira,17.9,,,34.4
8/10/2015,sistemaCantareira,17.8,,,34.4
8/11/2015,sistemaCantareira,17.7,,,34.4
8/12/2015,sistemaCantareira,17.5,,,34.4
8/13/2015,sistemaCantareira,17.4,,,34.4
8/14/2015,sistemaCantareira,17.3,,,34.4
8/15/2015,sistemaCantareira,17.2,,,34.4
8/16/2015,sistemaCantareira,17.1,,,34.4
8/17/2015,sistemaCantareira,17,,,34.4
8/18/2015,sistemaCantareira,16.8,,,34.4
8/19/2015,sistemaCantareira,16.7,,,34.4
8/20/2015,sistemaCantareira,16.6,,,34.4
8/21/2015,sistemaCantareira,16.5,,,34.4
8/22/2015,sistemaCantareira,16.3,,,34.4
8/23/2015,sistemaCantareira,16.2,,,34.4
8/24/2015,sistemaCantareira,16.1,,,34.4
8/25/2015,sistemaCantareira,16,,,34.4
8/26/2015,sistemaCantareira,15.9,,,34.4
8/27/2015,sistemaCantareira,15.8,,,34.4
8/28/2015,sistemaCantareira,15.8,,,34.4
8/29/2015,sistemaCantareira,15.7,,,34.4
8/30/2015,sistemaCantareira,15.6,,,34.4
8/31/2015,sistemaCantareira,15.5,,30.8,34.4
9/1/2015,sistemaCantareira,15.4,,,86.6
9/2/2015,sistemaCantareira,15.3,,,86.6
9/3/2015,sistemaCantareira,15.3,,,86.6
9/4/2015,sistemaCantareira,15.2,,,86.6
9/5/2015,sistemaCantareira,15.1,,,86.6
9/6/2015,sistemaCantareira,15,,,86.6
9/7/2015,sistemaCantareira,15,,,86.6
9/8/2015,sistemaCantareira,15,,,86.6
9/9/2015,sistemaCantareira,15.4,,,86.6
9/10/2015,sistemaCantareira,15.6,,,86.6
9/11/2015,sistemaCantareira,15.7,,,86.6
9/12/2015,sistemaCantareira,16,,,86.6
9/13/2015,sistemaCantareira,16.3,,,86.6
9/14/2015,sistemaCantareira,16.4,,,86.6
9/15/2015,sistemaCantareira,16.5,,,86.6
9/16/2015,sistemaCantareira,16.5,,,86.6
9/17/2015,sistemaCantareira,16.5,,,86.6
9/18/2015,sistemaCantareira,16.5,,,86.6
9/19/2015,sistemaCantareira,16.4,,,86.6
9/20/2015,sistemaCantareira,16.4,,,86.6
9/21/2015,sistemaCantareira,16.3,,,86.6
9/22/2015,sistemaCantareira,16.3,,,86.6
9/23/2015,sistemaCantareira,16.2,,,86.6
9/24/2015,sistemaCantareira,16.1,,,86.6
9/25/2015,sistemaCantareira,16,,,86.6
9/26/2015,sistemaCantareira,16.1,,,86.6
9/27/2015,sistemaCantareira,16.2,,,86.6
9/28/2015,sistemaCantareira,16.2,,,86.6
9/29/2015,sistemaCantareira,16.2,,,86.6
9/30/2015,sistemaCantareira,16.2,,154.5,86.6
10/1/2015,sistemaCantareira,16.4,,,128.5
10/2/2015,sistemaCantareira,16.5,,,128.5
10/3/2015,sistemaCantareira,16.6,,,128.5
10/4/2015,sistemaCantareira,16.7,,,128.5
10/5/2015,sistemaCantareira,16.7,,,128.5
10/6/2015,sistemaCantareira,16.7,,,128.5
10/7/2015,sistemaCantareira,16.6,,,128.5
10/8/2015,sistemaCantareira,16.6,,,128.5
10/9/2015,sistemaCantareira,16.5,,,128.5
10/10/2015,sistemaCantareira,16.5,,,128.5
10/11/2015,sistemaCantareira,16.5,,,128.5
10/12/2015,sistemaCantareira,16.4,,,128.5
10/13/2015,sistemaCantareira,16.4,,,128.5
10/14/2015,sistemaCantareira,16.3,,,128.5
10/15/2015,sistemaCantareira,16.2,,,128.5
10/16/2015,sistemaCantareira,16.2,,,128.5
10/17/2015,sistemaCantareira,16.1,,,128.5
10/18/2015,sistemaCantareira,16,,,128.5
10/19/2015,sistemaCantareira,15.9,,,128.5
10/20/2015,sistemaCantareira,15.8,,,128.5
10/21/2015,sistemaCantareira,15.7,,,128.5
10/22/2015,sistemaCantareira,15.6,,,128.5
10/23/2015,sistemaCantareira,15.7,,,128.5
10/24/2015,sistemaCantareira,15.7,,,128.5
10/25/2015,sistemaCantareira,15.7,,,128.5
10/26/2015,sistemaCantareira,15.6,,,128.5
10/27/2015,sistemaCantareira,15.9,,,128.5
10/28/2015,sistemaCantareira,16,,,128.5
10/29/2015,sistemaCantareira,16,,,128.5
10/30/2015,sistemaCantareira,16,,,128.5
10/31/2015,sistemaCantareira,16,,116.5,128.5
11/1/2015,sistemaCantareira,16,,,160.4
11/2/2015,sistemaCantareira,16.1,,,160.4
11/3/2015,sistemaCantareira,16.4,,,160.4
11/4/2015,sistemaCantareira,16.5,,,160.4
11/5/2015,sistemaCantareira,16.7,,,160.4
11/6/2015,sistemaCantareira,16.9,,,160.4
11/7/2015,sistemaCantareira,17,,,160.4
11/8/2015,sistemaCantareira,17.1,,,160.4
11/9/2015,sistemaCantareira,17.1,,,160.4
11/10/2015,sistemaCantareira,17.2,,,160.4
11/11/2015,sistemaCantareira,17.2,,,160.4
11/12/2015,sistemaCantareira,17.3,,,160.4
11/13/2015,sistemaCantareira,17.4,,,160.4
11/14/2015,sistemaCantareira,17.4,,,160.4
11/15/2015,sistemaCantareira,17.5,,,160.4
11/16/2015,sistemaCantareira,17.5,,,160.4
11/17/2015,sistemaCantareira,17.5,,,160.4
11/18/2015,sistemaCantareira,17.7,,,160.4
11/19/2015,sistemaCantareira,17.8,,,160.4
11/20/2015,sistemaCantareira,18,,,160.4
11/21/2015,sistemaCantareira,18.2,,,160.4
11/22/2015,sistemaCantareira,18.4,,,160.4
11/23/2015,sistemaCantareira,18.5,,,160.4
11/24/2015,sistemaCantareira,18.7,,,160.4
11/25/2015,sistemaCantareira,18.9,,,160.4
11/26/2015,sistemaCantareira,19,,,160.4
11/27/2015,sistemaCantareira,19.1,,,160.4
11/28/2015,sistemaCantareira,19.2,,,160.4
11/29/2015,sistemaCantareira,19.3,,,160.4
11/30/2015,sistemaCantareira,19.5,,197.6,160.4
12/1/2015,sistemaCantareira,19.6,,,219.4
12/2/2015,sistemaCantareira,19.6,,,219.4
12/3/2015,sistemaCantareira,19.7,,,219.4
12/4/2015,sistemaCantareira,19.9,,,219.4
12/5/2015,sistemaCantareira,20.2,,,219.4
12/6/2015,sistemaCantareira,20.5,,,219.4
12/7/2015,sistemaCantareira,21.2,,,219.4
12/8/2015,sistemaCantareira,21.9,,,219.4
12/9/2015,sistemaCantareira,22.4,,,219.4
12/10/2015,sistemaCantareira,22.9,,,219.4
12/11/2015,sistemaCantareira,23.2,,,219.4
12/12/2015,sistemaCantareira,23.5,,,219.4
12/13/2015,sistemaCantareira,23.8,,,219.4
12/14/2015,sistemaCantareira,24.2,,,219.4
12/15/2015,sistemaCantareira,24.7,,,219.4
12/16/2015,sistemaCantareira,25.1,,,219.4
12/17/2015,sistemaCantareira,25.4,,,219.4
12/18/2015,sistemaCantareira,25.6,,,219.4
12/19/2015,sistemaCantareira,25.9,,,219.4
12/20/2015,sistemaCantareira,26.3,,,219.4
12/21/2015,sistemaCantareira,26.5,,,219.4
12/22/2015,sistemaCantareira,26.9,,,219.4
12/23/2015,sistemaCantareira,27.2,,,219.4
12/24/2015,sistemaCantareira,27.5,,,219.4
12/25/2015,sistemaCantareira,27.7,,,219.4
12/26/2015,sistemaCantareira,28,,,219.4
12/27/2015,sistemaCantareira,28.3,,,219.4
12/28/2015,sistemaCantareira,28.6,,,219.4
12/29/2015,sistemaCantareira,29,,,219.4
12/30/2015,sistemaCantareira,29.3,,,219.4
12/31/2015,sistemaCantareira,29.6,,259.4,219.4
1/1/2016,sistemaCantareira,29.9,,,263
1/2/2016,sistemaCantareira,30.4,,,263
1/3/2016,sistemaCantareira,30.8,,,263
1/4/2016,sistemaCantareira,31.2,,,263
1/5/2016,sistemaCantareira,31.4,,,263
1/6/2016,sistemaCantareira,31.6,,,263
1/7/2016,sistemaCantareira,31.8,,,263
1/8/2016,sistemaCantareira,32,,,263
1/9/2016,sistemaCantareira,32.2,,,263
1/10/2016,sistemaCantareira,32.4,,,263
1/11/2016,sistemaCantareira,32.6,,,263
1/12/2016,sistemaCantareira,32.9,,,263
1/13/2016,sistemaCantareira,33.2,,,263
1/14/2016,sistemaCantareira,33.9,,,263
1/15/2016,sistemaCantareira,35.2,,,263
1/16/2016,sistemaCantareira,37.1,,,263
1/17/2016,sistemaCantareira,38.7,,,263
1/18/2016,sistemaCantareira,40.1,,,263
1/19/2016,sistemaCantareira,41.2,,,263
1/20/2016,sistemaCantareira,41.8,,,263
1/21/2016,sistemaCantareira,42.6,,,263
1/22/2016,sistemaCantareira,42.6,,,263
1/23/2016,sistemaCantareira,42.8,,,263
1/24/2016,sistemaCantareira,42.8,,,263
1/25/2016,sistemaCantareira,43.2,,,263
1/26/2016,sistemaCantareira,43.6,,,263
1/27/2016,sistemaCantareira,43.9,,,263
1/28/2016,sistemaCantareira,44.6,,,263
1/29/2016,sistemaCantareira,44.9,,,263
1/30/2016,sistemaCantareira,45.2,,,263
1/31/2016,sistemaCantareira,45.4,,248.4,263
2/1/2016,sistemaCantareira,45.5,,,202.4
2/2/2016,sistemaCantareira,45.7,,,202.4
2/3/2016,sistemaCantareira,45.8,,,202.4
2/4/2016,sistemaCantareira,46,,,202.4
2/5/2016,sistemaCantareira,46.2,,,202.4
2/6/2016,sistemaCantareira,46.3,,,202.4
2/7/2016,sistemaCantareira,46.6,,,202.4
2/8/2016,sistemaCantareira,46.9,,,202.4
2/9/2016,sistemaCantareira,47.2,,,202.4
2/10/2016,sistemaCantareira,47.4,,,202.4
2/11/2016,sistemaCantareira,47.5,,,202.4
2/12/2016,sistemaCantareira,47.7,,,202.4
2/13/2016,sistemaCantareira,47.7,,,202.4
2/14/2016,sistemaCantareira,47.7,,,202.4
2/15/2016,sistemaCantareira,47.7,,,202.4
2/16/2016,sistemaCantareira,48.1,,,202.4
2/17/2016,sistemaCantareira,48.4,,,202.4
2/18/2016,sistemaCantareira,48.6,,,202.4
2/19/2016,sistemaCantareira,48.8,,,202.4
2/20/2016,sistemaCantareira,48.9,,,202.4
2/21/2016,sistemaCantareira,49.5,,,202.4
2/22/2016,sistemaCantareira,50.2,,,202.4
2/23/2016,sistemaCantareira,50.7,,,202.4
2/24/2016,sistemaCantareira,51.1,,,202.4
2/25/2016,sistemaCantareira,51.7,,,202.4
2/26/2016,sistemaCantareira,52.2,,,202.4
2/27/2016,sistemaCantareira,52.4,,,202.4
2/28/2016,sistemaCantareira,52.6,,,202.4
2/29/2016,sistemaCantareira,53,,236.4,202.4
3/1/2016,sistemaCantareira,53.2,,,178
3/2/2016,sistemaCantareira,53.9,,,178
3/3/2016,sistemaCantareira,54.6,,,178
3/4/2016,sistemaCantareira,56,,,178
3/5/2016,sistemaCantareira,56.8,,,178
3/6/2016,sistemaCantareira,57.4,,,178
3/7/2016,sistemaCantareira,58,,,178
3/8/2016,sistemaCantareira,58.8,,,178
3/9/2016,sistemaCantareira,59.2,,,178
3/10/2016,sistemaCantareira,59.5,,,178
3/11/2016,sistemaCantareira,60.2,,,178
3/12/2016,sistemaCantareira,61.2,,,178
3/13/2016,sistemaCantareira,61.6,,,178
3/14/2016,sistemaCantareira,61.9,,,178
3/15/2016,sistemaCantareira,62.2,,,178
3/16/2016,sistemaCantareira,62.5,,,178
3/17/2016,sistemaCantareira,62.7,,,178
3/18/2016,sistemaCantareira,62.9,,,178
3/19/2016,sistemaCantareira,63.1,,,178
3/20/2016,sistemaCantareira,63.3,,,178
3/21/2016,sistemaCantareira,63.5,,,178
3/22/2016,sistemaCantareira,63.6,,,178
3/23/2016,sistemaCantareira,63.8,,,178
3/24/2016,sistemaCantareira,63.9,,,178
3/25/2016,sistemaCantareira,64.1,,,178
3/26/2016,sistemaCantareira,64.5,,,178
3/27/2016,sistemaCantareira,64.8,,,178
3/28/2016,sistemaCantareira,65,,,178
3/29/2016,sistemaCantareira,65.1,,,178
3/30/2016,sistemaCantareira,65.2,,,178
3/31/2016,sistemaCantareira,65.4,,179.6,178
4/1/2016,sistemaCantareira,65.5,,,88.7
4/2/2016,sistemaCantareira,65.6,,,88.7
4/3/2016,sistemaCantareira,65.7,,,88.7
4/4/2016,sistemaCantareira,65.8,,,88.7
4/5/2016,sistemaCantareira,65.9,,,88.7
4/6/2016,sistemaCantareira,66,,,88.7
4/7/2016,sistemaCantareira,66.1,,,88.7
4/8/2016,sistemaCantareira,66.1,,,88.7
4/9/2016,sistemaCantareira,66.1,,,88.7
4/10/2016,sistemaCantareira,66.1,,,88.7
4/11/2016,sistemaCantareira,66.1,,,88.7
4/12/2016,sistemaCantareira,66.2,,,88.7
4/13/2016,sistemaCantareira,66.2,,,88.7
4/14/2016,sistemaCantareira,66.2,,,88.7
4/15/2016,sistemaCantareira,66.2,,,88.7
4/16/2016,sistemaCantareira,66.2,,,88.7
4/17/2016,sistemaCantareira,66.1,,,88.7
4/18/2016,sistemaCantareira,66.1,,,88.7
4/19/2016,sistemaCantareira,66.1,,,88.7
4/20/2016,sistemaCantareira,66,,,88.7
4/21/2016,sistemaCantareira,66,,,88.7
4/22/2016,sistemaCantareira,65.9,,,88.7
4/23/2016,sistemaCantareira,65.9,,,88.7
4/24/2016,sistemaCantareira,65.8,,,88.7
4/25/2016,sistemaCantareira,65.8,,,88.7
4/26/2016,sistemaCantareira,65.7,,,88.7
4/27/2016,sistemaCantareira,65.6,,,88.7
4/28/2016,sistemaCantareira,65.6,,,88.7
4/29/2016,sistemaCantareira,65.6,,,88.7
4/30/2016,sistemaCantareira,65.6,,4.4,88.7
5/1/2016,sistemaCantareira,65.6,,,78.2
5/2/2016,sistemaCantareira,65.5,,,78.2
5/3/2016,sistemaCantareira,65.4,,,78.2
5/4/2016,sistemaCantareira,65.4,,,78.2
5/5/2016,sistemaCantareira,65.3,,,78.2
5/6/2016,sistemaCantareira,65.2,,,78.2
5/7/2016,sistemaCantareira,65.2,,,78.2
5/8/2016,sistemaCantareira,65.1,,,78.2
5/9/2016,sistemaCantareira,65.1,,,78.2
5/10/2016,sistemaCantareira,65,,,78.2
5/11/2016,sistemaCantareira,65,,,78.2
5/12/2016,sistemaCantareira,65,,,78.2
5/13/2016,sistemaCantareira,64.9,,,78.2
5/14/2016,sistemaCantareira,64.9,,,78.2
5/15/2016,sistemaCantareira,64.8,,,78.2
5/16/2016,sistemaCantareira,64.8,,,78.2
5/17/2016,sistemaCantareira,64.7,,,78.2
5/18/2016,sistemaCantareira,64.7,,,78.2
5/19/2016,sistemaCantareira,64.9,,,78.2
5/20/2016,sistemaCantareira,65,,,78.2
5/21/2016,sistemaCantareira,65.2,,,78.2
5/22/2016,sistemaCantareira,65.4,,,78.2
5/23/2016,sistemaCantareira,65.9,,,78.2
5/24/2016,sistemaCantareira,66.1,,,78.2
5/25/2016,sistemaCantareira,66.2,,,78.2
5/26/2016,sistemaCantareira,66.2,,,78.2
5/27/2016,sistemaCantareira,66.2,,,78.2
5/28/2016,sistemaCantareira,66.2,,,78.2
5/29/2016,sistemaCantareira,66.2,,,78.2
5/30/2016,sistemaCantareira,66.2,,,78.2
5/31/2016,sistemaCantareira,66.2,,96.6,78.2
6/1/2016,sistemaCantareira,66.3,,,58.1
6/2/2016,sistemaCantareira,66.6,,,58.1
6/3/2016,sistemaCantareira,66.8,,,58.1
6/4/2016,sistemaCantareira,67.2,,,58.1
6/5/2016,sistemaCantareira,68.2,,,58.1
6/6/2016,sistemaCantareira,69.9,,,58.1
6/7/2016,sistemaCantareira,72,,,58.1
6/8/2016,sistemaCantareira,73.7,,,58.1
6/9/2016,sistemaCantareira,74.5,,,58.1
6/10/2016,sistemaCantareira,75.19999695,,,58.1
6/11/2016,sistemaCantareira,75.5,,,58.1
6/12/2016,sistemaCantareira,75.69999695,,,58.1
6/13/2016,sistemaCantareira,75.90000153,,,58.1
6/14/2016,sistemaCantareira,76,,,58.1
6/15/2016,sistemaCantareira,76.09999847,,,58.1
6/16/2016,sistemaCantareira,76.19999695,,,58.1
6/17/2016,sistemaCantareira,76.19999695,,,58.1
